Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
INTERPRO	IPR008859:Thrombospondin, C-terminal	2	0.00444335829019573	0.08354936032013875	COMP, THBS4	322	5	18559	23.054658385093166	1.0	1.0	1.0
INTERPRO	IPR017897:Thrombospondin, type 3 repeat	2	0.00444335829019573	0.08354936032013875	COMP, THBS4	322	5	18559	23.054658385093166	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0061624~fructose catabolic process to hydroxyacetone phosphate and glyceraldehyde-3-phosphate	2	0.00444335829019573	0.08370644525136456	GLYCTK, KHK	292	5	16792	23.002739726027396	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0051224~negative regulation of protein transport	2	0.00444335829019573	0.08370644525136456	SNX3, SNX12	292	5	16792	23.002739726027396	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:1904714~regulation of chaperone-mediated autophagy	2	0.00444335829019573	0.08370644525136456	CTSA, EEF1A1	292	5	16792	23.002739726027396	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0060850~regulation of transcription involved in cell fate commitment	2	0.00444335829019573	0.08370644525136456	CEBPB, RORC	292	5	16792	23.002739726027396	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0010452~histone H3-K36 methylation	2	0.00444335829019573	0.08370644525136456	SETD3, WHSC1	292	5	16792	23.002739726027396	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0090503~RNA phosphodiester bond hydrolysis, exonucleolytic	3	0.006665037435293595	0.08426217827919	ISG20L2, REXO2, DIS3L2	292	28	16792	6.1614481409001955	1.0	1.0	1.0
UP_SEQ_FEATURE	repeat:ARM 5	3	0.006665037435293595	0.08575078720911078	APC, RAP1GDS1, KPNA7	340	29	20063	6.104361054766734	1.0	1.0	1.0
GOTERM_MF_DIRECT	GO:0042803~protein homodimerization activity	19	0.04221190375685943	0.08581567170881955	BARD1, GSTM2, CEBPB, APOBEC3G, RBPMS, IZUMO1, TIMM9, LRP4, APOA4, CLCN3, ASGR1, BST2, GRHPR, TRIM9, GOLGA5, STC2, KLRF2, MINOS1-NBL1, SLC26A5	294	730	16881	1.4944506569751188	1.0	1.0	1.0
UP_SEQ_FEATURE	repeat:ARM 4	3	0.006665037435293595	0.09610972477795397	APC, RAP1GDS1, KPNA7	340	31	20063	5.710531309297913	1.0	1.0	1.0
UP_SEQ_FEATURE	repeat:ARM 1	3	0.006665037435293595	0.09610972477795397	APC, RAP1GDS1, KPNA7	340	31	20063	5.710531309297913	1.0	1.0	1.0
GOTERM_CC_DIRECT	GO:0031902~late endosome membrane	5	0.011108395725489325	0.0970584537939304	VPS37A, CYB561A3, CLCN3, RAB7A, VTI1B	315	101	18224	2.8640578343548637	0.9999999999999633	1.0	1.0
UP_KEYWORDS	Proto-oncogene	8	0.01777343316078292	0.09734285552760288	FER, BCL3, MYH11, MLLT1, WHSC1, LETMD1, SSX1, GAS7	341	236	20581	2.0459267359212685	0.9999999999999952	1.0	1.0
GOTERM_CC_DIRECT	GO:0005658~alpha DNA polymerase:primase complex	2	0.00444335829019573	0.09904104489000583	PRIM1, MCM3	315	6	18224	19.284656084656085	0.9999999999999811	1.0	1.0
INTERPRO	IPR018525:Mini-chromosome maintenance, conserved site	2	0.00444335829019573	0.09940473681017913	MCM3, MCM6	322	6	18559	19.21221532091097	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0042045~epithelial fluid transport	2	0.00444335829019573	0.09959024964392806	EDN1, AHCYL1	292	6	16792	19.168949771689498	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0070972~protein localization to endoplasmic reticulum	2	0.00444335829019573	0.09959024964392806	PEX16, PPP1R15A	292	6	16792	19.168949771689498	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0090385~phagosome-lysosome fusion	2	0.00444335829019573	0.09959024964392806	RAB20, RAB7A	292	6	16792	19.168949771689498	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0033132~negative regulation of glucokinase activity	2	0.00444335829019573	0.09959024964392806	RANBP2, MIDN	292	6	16792	19.168949771689498	1.0	1.0	1.0
GOTERM_MF_DIRECT	GO:0072542~protein phosphatase activator activity	2	0.00444335829019573	0.09973923528025248	PPP1R15A, PHACTR4	294	6	16881	19.139455782312922	1.0	1.0	1.0
